scrip,kind,a,b,c,d
PADMAOIL,signal,Below the Stomach,61,54.1,-1.48
PADMAOIL,signal,Above the Stomach,90,45.6,-1.54
PADMAOIL,signal,Three Black Crows,55,56.4,-2.0
PADMAOIL,signal,MACD bull cross,152,38.2,-3.35
PADMAOIL,signal,RSI>70 overbought,148,55.4,-3.93
PADMAOIL,signal,52w-low breakdown,116,35.3,-4.45
PADMAOIL,signal,MACD bear cross,145,54.5,-4.63
PADMAOIL,signal,Price reclaims MA200,88,34.1,-5.32
PADMAOIL,bounce,2020-03-18,155.0,209.8,35
PADMAOIL,bounce,2020-08-20,190.0,231.8,22
PADMAOIL,bounce,2020-11-29,188.2,226.0,20
PADMAOIL,bounce,2021-06-03,193.0,257.0,33
PADMAOIL,bounce,2021-12-27,207.6,238.8,15
PADMAOIL,bounce,2024-06-19,179.0,229.9,28
PADMAOIL,bounce,2024-10-23,183.5,227.0,24
PADMAOIL,bounce,2025-05-29,174.4,209.0,20
PARAMOUNT,signal,Stretch<-30% vs MA200,280,64.3,7.31
PARAMOUNT,signal,Below lower Bollinger,209,61.7,3.8
PARAMOUNT,signal,Stretch>50% vs MA200,330,59.4,3.79
PARAMOUNT,signal,Inverted Hammer,112,48.2,3.79
PARAMOUNT,signal,Bullish Marubozu,41,51.2,3.56
PARAMOUNT,signal,Bullish Engulfing,103,40.8,3.34
PARAMOUNT,signal,Price reclaims MA200,80,45.0,3.26
PARAMOUNT,signal,Stochastic<20,1159,50.0,3.16
PARAMOUNT,signal,Shooting Star,30,66.7,2.66
PARAMOUNT,signal,Above the Stomach,102,45.1,2.62
PARAMOUNT,signal,RSI<30 oversold,195,51.3,1.97
PARAMOUNT,signal,Bearish Marubozu,62,62.9,1.53
PARAMOUNT,signal,Stochastic>80,528,54.9,0.61
PARAMOUNT,signal,Three Outside Up,43,30.2,0.12
PARAMOUNT,signal,Bullish Harami,185,42.2,-0.24
PARAMOUNT,signal,MACD bull cross,168,39.9,-0.45
PARAMOUNT,signal,52w-high breakout,81,56.8,-0.99
PARAMOUNT,signal,Double Bottom,69,42.0,-1.24
PARAMOUNT,signal,Above upper Bollinger,263,56.3,-1.4
PARAMOUNT,signal,Bearish Engulfing,239,53.6,-1.53
PARAMOUNT,signal,Three Outside Down,118,53.4,-1.66
PARAMOUNT,signal,Morning Star,92,44.6,-2.12
PARAMOUNT,signal,52w-low breakdown,138,52.9,-2.39
PARAMOUNT,signal,Bearish Harami,81,50.6,-2.48
PARAMOUNT,signal,Double Top,85,52.9,-2.7
PARAMOUNT,signal,MACD bear cross,163,57.7,-2.79
PARAMOUNT,signal,Below the Stomach,91,54.9,-2.87
PARAMOUNT,signal,RSI>70 overbought,213,45.5,-3.54
PARAMOUNT,signal,Evening Star,54,57.4,-4.12
PARAMOUNT,signal,Three Black Crows,74,44.6,-4.64
PARAMOUNT,bounce,2025-08-20,38.0,52.0,37
PARAMOUNT,bounce,2025-09-22,40.0,49.3,23
PARAMOUNT,bounce,2025-11-16,36.2,42.6,18
PARAMOUNT,bounce,2025-12-18,40.6,58.0,43
PARAMOUNT,bounce,2026-02-05,51.6,59.8,16
PARAMOUNT,bounce,2026-03-09,45.0,55.0,22
PARAMOUNT,bounce,2026-04-13,48.9,58.3,19
PARAMOUNT,bounce,2026-05-10,49.0,71.8,47
PDL,signal,Stretch>50% vs MA200,49,81.6,6.15
PDL,signal,Stretch<-30% vs MA200,122,49.2,2.7
PDL,signal,Above upper Bollinger,100,63.0,1.87
PDL,signal,Stochastic>80,166,62.7,1.76
PDL,signal,Bearish Engulfing,164,63.4,1.35
PDL,signal,RSI>70 overbought,73,60.3,1.08
PDL,signal,Three Outside Down,87,58.6,1.01
PDL,signal,Above the Stomach,38,47.4,0.86
PDL,signal,Below lower Bollinger,118,50.8,0.84
PDL,signal,RSI<30 oversold,117,46.2,0.83
PDL,signal,MACD bull cross,53,54.7,0.63
PDL,signal,Morning Star,48,43.8,0.45
PDL,signal,Double Top,31,58.1,0.41
PDL,signal,Stochastic<20,475,44.0,0.05
PDL,signal,Price reclaims MA200,32,43.8,-0.11
PDL,signal,Bullish Harami,120,45.0,-0.58
PDL,signal,Three Black Crows,42,54.8,-1.78
PDL,signal,MACD bear cross,61,45.9,-2.48
PDL,signal,Bearish Marubozu,64,45.3,-3.03
PDL,signal,52w-low breakdown,58,50.0,-3.9
PDL,bounce,2025-11-16,2.8,4.9,75
PDL,bounce,2025-12-08,4.2,5.0,19
PDL,bounce,2026-01-27,3.6,4.2,17
PDL,bounce,2026-02-09,3.8,5.2,37
PDL,bounce,2026-03-01,4.1,6.0,46
PDL,bounce,2026-03-09,4.8,6.5,35
PDL,bounce,2026-05-11,5.0,5.9,18
PDL,bounce,2026-06-14,5.3,6.5,23
PENINSULA,signal,52w-high breakout,58,60.3,3.1
PENINSULA,signal,RSI<30 oversold,112,51.8,2.01
PENINSULA,signal,Price reclaims MA200,36,47.2,1.94
PENINSULA,signal,Below lower Bollinger,115,51.3,1.72
PENINSULA,signal,Stochastic<20,666,50.3,1.35
PENINSULA,signal,Three Outside Down,91,61.5,1.24
PENINSULA,signal,Stretch>50% vs MA200,130,60.0,1.08
PENINSULA,signal,Bullish Harami,130,46.9,0.74
PENINSULA,signal,MACD bull cross,87,47.1,0.55
PENINSULA,signal,Stretch<-30% vs MA200,98,48.0,0.55
PENINSULA,signal,Above the Stomach,59,45.8,0.24
PENINSULA,signal,Bullish Engulfing,61,47.5,0.05
PENINSULA,signal,Three Outside Up,33,45.5,0.04
PENINSULA,signal,MACD bear cross,84,59.5,-0.24
PENINSULA,signal,Inverted Hammer,40,35.0,-0.26
PENINSULA,signal,Morning Star,57,42.1,-0.44
PENINSULA,signal,Stochastic>80,286,55.2,-0.91
PENINSULA,signal,Bearish Engulfing,173,54.9,-0.95
PENINSULA,signal,Double Top,58,46.6,-1.01
PENINSULA,signal,Bearish Harami,33,48.5,-1.23
PENINSULA,signal,RSI>70 overbought,124,54.0,-1.33
PENINSULA,signal,Double Bottom,32,40.6,-1.34
PENINSULA,signal,Three Black Crows,65,47.7,-1.69
PENINSULA,signal,Above upper Bollinger,167,53.9,-1.69
PENINSULA,signal,52w-low breakdown,66,47.0,-2.03
PENINSULA,bounce,2025-10-20,11.5,16.0,39
PENINSULA,bounce,2025-11-04,14.5,17.3,19
PENINSULA,bounce,2025-11-10,14.5,17.2,19
PENINSULA,bounce,2025-11-23,14.4,18.6,29
PENINSULA,bounce,2025-12-21,15.8,20.0,27
PENINSULA,bounce,2026-01-06,18.1,22.9,27
PENINSULA,bounce,2026-03-08,18.4,22.2,21
PENINSULA,bounce,2026-04-30,19.5,25.1,29
PEOPLESINS,signal,Hammer,31,61.3,19.28
PEOPLESINS,signal,Stretch<-30% vs MA200,535,59.3,11.63
PEOPLESINS,signal,Stretch>50% vs MA200,205,63.9,9.65
PEOPLESINS,signal,Below lower Bollinger,229,64.2,9.1
PEOPLESINS,signal,Stochastic<20,1316,55.6,8.9
PEOPLESINS,signal,Hanging Man,37,62.2,6.21
PEOPLESINS,signal,RSI>70 overbought,169,70.4,5.36
PEOPLESINS,signal,Tweezer Bottom,35,48.6,5.06
PEOPLESINS,signal,Stochastic>80,627,64.6,5.04
PEOPLESINS,signal,RSI<30 oversold,141,51.8,4.03
PEOPLESINS,signal,Three Outside Up,40,52.5,3.99
PEOPLESINS,signal,Inverted Hammer,139,49.6,3.94
